city,country,latitude,longitude,population
"Chernogorsk","Russia",53.8167,91.2833,75419
"Cherry Hill","United States",39.9034,-74.9947,70965
"Chesapeake","United States",36.6778,-76.3024,244835
"Chester","United Kingdom",53.1900,-2.8900,79645
"Chetumal","Mexico",18.5036,-88.3053,151243
"Cheyenne","United States",41.1351,-104.7900,79484
"Chełm","Poland",51.1333,23.4833,61588
"Chiang Mai","Thailand",18.7889,98.9833,132634
"Chiang Rai","Thailand",19.9094,99.8275,70610
"Chiayi","Taiwan",23.4800,120.4497,268622
"Chiba","Japan",35.6000,140.1000,981738
"Chibuto","Mozambique",-24.6867,33.5306,58012
"Chicacole","India",18.3000,83.9000,137944
"Chicago","United States",41.8373,-87.6862,8604203
"Chichibu","Japan",35.9917,139.0856,59101
"Chichicastenango","Guatemala",14.9442,-91.1105,107193
"Chiclana de la Frontera","Spain",36.4167,-6.1500,85150
"Chiclayo","Peru",-6.7630,-79.8366,552508
"Chico","United States",39.7575,-121.8152,117668
"Chicoloapan","Mexico",19.4167,-98.9000,175053
"Chicopee","United States",42.1764,-72.5719,55126
"Chieti","Italy",42.3511,14.1674,50770
"Chifeng","China",42.2663,118.9223,4376600
"Chigasaki","Japan",35.3339,139.4047,242347
"Chigorodó","Colombia",7.6697,-76.6814,84183
"Chiguayante","Chile",-36.9167,-73.0167,85863
"Chihuahua","Mexico",28.6353,-106.0889,878062
"Chikusei","Japan",36.3072,139.9831,99758
"Chilakalūrupet","India",16.0892,80.1672,101398
"Chilapa de Álvarez","Mexico",17.5944,-99.1778,120790
"Chililabombwe","Zambia",-12.3667,27.8333,90530
"Chilliwack","Canada",49.1577,-121.9509,83788
"Chillán","Chile",-36.6067,-72.1033,164270
"Chilpancingo","Mexico",17.5500,-99.5000,187251
"Chimalhuacán","Mexico",19.4167,-98.9000,614453
"Chimbote","Peru",-9.0745,-78.5936,497875
"Chimoio","Mozambique",-19.1167,33.4500,238976
"Chinandega","Nicaragua",12.6242,-87.1297,151707
"Chinautla","Guatemala",14.7029,-90.5000,77071
"Chincha Alta","Peru",-13.4500,-76.1333,63671
"Chinchvad","India",18.6278,73.8131,1729320
"Chingford","United Kingdom",51.6310,0.0160,66211
"Chingola","Zambia",-12.5447,27.8708,147448
"Chinguar","Angola",-12.5500,16.3333,129370
"Chinhoyi","Zimbabwe",-17.3500,30.2000,56794
"Chini","China",23.3916,113.0755,56609
"Chiniot","Pakistan",31.7167,72.9833,477781
"Chinju","Korea, South",35.1928,128.0847,337230
"Chino","Japan",35.9956,138.1589,55018
"Chino","United States",33.9836,-117.6654,94371
"Chino Hills","United States",33.9508,-117.7253,83853
"Chinú","Colombia",9.1097,-75.3981,50313
"Chipata","Zambia",-13.6386,32.6453,98416
"Chiquimula","Guatemala",14.7833,-89.5333,79815
"Chiquinquirá","Colombia",5.6175,-73.8164,85274
"Chirchiq","Uzbekistan",41.4667,69.5833,159400
"Chiryū","Japan",35.0000,137.1167,71907
"Chisec","Guatemala",15.8125,-90.3217,69325
"Chishtian","Pakistan",29.7958,72.8578,101659
"Chishui","China",28.5902,105.6946,237052
"Chisinau","Moldova",47.0228,28.8353,639000
"Chistopol","Russia",55.3648,50.6407,62200
"Chita","Japan",35.0000,136.8667,83881
"Chita","Russia",52.0333,113.5000,347088
"Chittaurgarh","India",24.8894,74.6239,116406
"Chittoor","India",13.2000,79.1167,160722
"Chitungwiza","Zimbabwe",-18.0000,31.1000,340360
"Chivilcoy","Argentina",-34.9000,-60.0167,54514
"Chizhou","China",30.6583,117.4849,1430000
"Chlef","Algeria",36.1647,1.3317,155134
"Chokwé","Mozambique",-24.5333,32.9833,63695
"Cholet","France",47.0600,-0.8783,53917
"Choloma","Honduras",15.6333,-88.0000,510456
"Cholula de Rivadabia","Mexico",19.0633,-98.3064,193554
"Chone","Ecuador",-0.6833,-80.1000,52810
"Chongqing","China",29.5628,106.5528,7739000
"Chongshan","China",18.7787,109.5117,107100
"Chongzuo","China",22.4167,107.3667,1994285
"Chornomorsk","Ukraine",46.3017,30.6569,59800
"Chorzów","Poland",50.3000,18.9500,111536
"Chosica","Peru",-11.9361,-76.6972,88606
"Chota","Peru",-6.5614,-78.6486,54611
"Christchurch","New Zealand",-43.5309,172.6365,377200
"Chula Vista","United States",32.6281,-117.0145,274492
"Chulucanas","Peru",-5.1092,-80.1625,68835
"Chuncheon","Korea, South",37.8747,127.7342,281596
"Chungju","Korea, South",36.9706,127.9322,211005
"Chunian","Pakistan",30.9639,73.9803,64386
"Chuxiong","China",25.0461,101.5436,588620
"Chuzhou","China",32.3062,118.3115,4110000
"Châteauguay","Canada",45.3800,-73.7500,70812
"Châu Đốc","Vietnam",10.7000,105.1167,157298
"Chía","Colombia",4.8633,-74.0528,97896
"Chābahār","Iran",25.2836,60.6236,106739
"Chānda","India",19.9500,79.3000,595118
"Chārīkār","Afghanistan",35.0183,69.1679,53676
"Chīrāla","India",15.8200,80.3500,172826
"Chōfugaoka","Japan",35.6506,139.5408,240359
"Chŏngju","Korea, North",39.6500,125.3333,189742
"Ch’ungmu","Korea, South",34.8458,128.4236,137208
"Ch’ŏnan","Korea, South",36.8064,127.1522,651661
"Ch’ŏngjin","Korea, North",41.8000,129.7831,667929
"Cianorte","Brazil",-23.6628,-52.6050,83816
"Cicero","United States",41.8445,-87.7593,80796
"Cidade de Nacala","Mozambique",-14.5500,40.6833,206449
"Ciego de Ávila","Cuba",21.8481,-78.7631,143449
"Cienfuegos","Cuba",22.1456,-80.4364,164924
"Cilacap","Indonesia",-7.7167,109.0170,1174964
"Cilegon","Indonesia",-6.0027,106.0112,387543
"Cimahi","Indonesia",-6.8833,107.5333,586580
"Cincinnati","United States",39.1413,-84.5061,1662691
"Cinisello Balsamo","Italy",45.5500,9.2167,75723
"Cirebon","Indonesia",-6.7167,108.5667,316126
"Citrus Heights","United States",38.6948,-121.2880,87796
"City of Calamba","Philippines",14.2167,121.1667,454486
"City of Isabela","Philippines",6.7000,121.9667,112788
"City of Parañaque","Philippines",14.4667,121.0167,665822
"Ciudad Acuña","Mexico",29.3242,-100.9317,216099
"Ciudad Apodaca","Mexico",25.7833,-100.1833,523370
"Ciudad Benito Juárez","Mexico",25.6500,-100.0833,260683
"Ciudad Bolívar","Venezuela",8.1167,-63.5500,567953
"Ciudad Choluteca","Honduras",13.3167,-87.2167,120000
"Ciudad Cuauhtémoc","Mexico",22.1833,-97.8333,57646
"Ciudad General Belgrano","Argentina",-34.7261,-58.5289,92957
"Ciudad General Escobedo","Mexico",25.7933,-100.1583,363436
"Ciudad Guayana","Venezuela",8.3596,-62.6517,751331
"Ciudad Hidalgo","Mexico",19.6923,-100.5574,122619
"Ciudad Lerdo","Mexico",25.5500,-103.5167,79669
"Ciudad Lázaro Cárdenas","Mexico",17.9561,-102.1922,79200
"Ciudad López Mateos","Mexico",19.5500,-99.2833,489937
"Ciudad Madero","Mexico",22.2500,-97.8333,209175
"Ciudad Mante","Mexico",22.7333,-98.9500,112061
"Ciudad Nezahualcóyotl","Mexico",19.4100,-99.0300,1109363
"Ciudad Obregón","Mexico",27.4939,-109.9389,405000
"Ciudad Ojeda","Venezuela",10.2000,-71.3000,122124
"Ciudad Río Bravo","Mexico",25.9861,-98.0889,101481
"Ciudad Santa Catarina","Mexico",25.6833,-100.4500,259896
"Ciudad Valles","Mexico",21.9833,-99.0167,176935
"Ciudad Victoria","Mexico",23.7333,-99.1333,305155
"Ciudad de Atlixco","Mexico",18.9000,-98.4500,125000
"Ciudad de Ceuta","Spain",35.8867,-5.3000,84202
"Ciudad de Huajuapam de León","Mexico",17.8039,-97.7758,77547
"Ciudad de Melilla","Spain",35.2937,-2.9383,141308
"Ciudad de la Costa","Uruguay",-34.8167,-55.9500,112449
"Ciudad del Carmen","Mexico",18.6333,-91.8333,169466
"Ciudad del Este","Paraguay",-25.5167,-54.6167,304282
"Civitavecchia","Italy",42.1000,11.8000,51595
"Cizre","Turkey",37.3250,42.1958,143124
"Ciénaga","Colombia",11.0104,-74.2500,131171
"Ciénaga de Oro","Colombia",8.8750,-75.6211,64226
"Clacton-on-Sea","United Kingdom",51.7918,1.1457,56874
"Clamart","France",48.8014,2.2628,52971
"Clarington","Canada",43.9350,-78.6083,92013
"Clarkstown","United States",41.1319,-73.9660,86488
"Clarksville","United States",36.5695,-87.3420,188746
"Clay","United States",43.1809,-76.1955,59364
"Clearwater","United States",27.9789,-82.7622,116946
"Clermont-Ferrand","France",45.7831,3.0824,143886
"Cleveland","United States",35.1817,-84.8707,73596
"Cleveland","United States",41.4767,-81.6804,1710093
"Clichy","France",48.9044,2.3064,61070
"Clifton","United States",40.8631,-74.1575,85052
"Clovis","United States",36.8278,-119.6831,114584
"Cluj-Napoca","Romania",46.7667,23.6000,316748
"Coacalco","Mexico",19.6333,-99.0931,278064
"Coari","Brazil",-4.0850,-63.1408,83078
"Coatepec","Mexico",19.4553,-96.9586,92127
"Coatepeque","Guatemala",14.7000,-91.8667,300000
"Coatzacoalcos","Mexico",18.1500,-94.4333,319187
"Cobán","Guatemala",15.4833,-90.3667,310102
"Cochabamba","Bolivia",-17.3935,-66.1570,632013
"Coconut Creek","United States",26.2803,-80.1842,61248
"Codó","Brazil",-4.4550,-43.8858,118038
"Coeur d'Alene","United States",47.7041,-116.7935,116834
"Coffs Harbour","Australia",-30.3022,153.1189,71822
"Cogan","Philippines",10.5833,123.9667,51325
"Coimbatore","India",11.0000,76.9667,959823
"Coimbra","Portugal",40.2111,-8.4291,143396
"Colatina","Brazil",-19.5389,-40.6308,111788
"Colchester","United Kingdom",51.8917,0.9030,111921
"Colima","Mexico",19.2433,-103.7247,137383
"Colina","Chile",-33.2000,-70.6833,146207
"Collado-Villalba","Spain",40.6333,-4.0083,64378
"College Station","United States",30.5852,-96.2960,215243
"Collierville","United States",35.0471,-89.6988,51040
"Colmar","France",48.0817,7.3556,69105
"Colmenar Viejo","Spain",40.6589,-3.7658,51938
"Cologne","Germany",50.9422,6.9578,1085664
"Colombes","France",48.9236,2.2522,85177
"Colombo","Brazil",-25.2919,-49.2239,246540
"Colombo","Sri Lanka",6.9167,79.8333,752993
"Colonia del Sol","Mexico",22.9125,-109.9208,64055
"Colonie","United States",42.7396,-73.7874,82849
"Colorado Springs","United States",38.8674,-104.7606,642413
"Colton","United States",34.0538,-117.3254,54824
"Columbia","United States",34.0376,-80.9037,560041
"Columbia","United States",38.9478,-92.3256,141645
"Columbia","United States",39.2004,-76.8590,103991
"Columbus","United States",32.5100,-84.8771,261445
"Columbus","United States",39.2093,-85.9183,59897
"Columbus","United States",39.9862,-82.9850,1562009
"Colón","Cuba",22.7225,-80.9067,72000
"Colón","El Salvador",13.7167,-89.3667,96989
"Colón","Panama",9.3598,-79.9004,241817
"Comayagua","Honduras",14.4600,-87.6500,144785
"Comayagüela","Honduras",14.0833,-87.2167,1250000
"Comilla","Bangladesh",23.4500,91.2000,296010
"Comitancillo","Guatemala",15.0906,-91.7486,59357
"Comitán","Mexico",16.2511,-92.1342,170000
"Commerce City","United States",39.8642,-104.8434,60336
"Como","Italy",45.8103,9.0861,83320
"Comodoro Rivadavia","Argentina",-45.8667,-67.5000,730266
"Comonfort","Mexico",20.7167,-100.7667,67642
"Compostela","Philippines",7.6667,126.0833,87474
"Compton","United States",33.8930,-118.2275,95605
"Conakry","Guinea",9.5092,-13.7122,1667864
"Conceição do Coité","Brazil",-11.5639,-39.2828,68146
"Concepcion","Philippines",15.3249,120.6554,154188
"Concepción","Chile",-36.8200,-73.0445,889725
"Concepción","Paraguay",-23.4025,-57.4414,87215
"Concepción Tutuapa","Guatemala",15.2833,-91.7833,59063
"Concepción del Uruguay","Argentina",-32.4833,-58.2333,72528
"Concord","United States",35.3933,-80.6366,261801
"Concord","United States",37.9722,-122.0016,652308
"Concordia","Argentina",-31.3922,-58.0169,149450
"Concórdia","Brazil",-27.2339,-52.0278,75167
"Congonhas","Brazil",-20.5000,-43.8578,55309
"Conjeeveram","India",12.8308,79.7078,164384
"Conroe","United States",30.3239,-95.4825,91079
"Conselheiro Lafaiete","Brazil",-20.6600,-43.7858,129606
"Consolacion","Philippines",10.4000,123.9500,131528
"Consolación del Sur","Cuba",22.5083,-83.5172,87500
"Constantine","Algeria",36.3650,6.6147,448374
"Constanza","Dominican Republic",18.9100,-70.7500,59052
"Constanţa","Romania",44.1733,28.6383,283872
"Contagem","Brazil",-19.9319,-44.0539,648766
"Contramaestre","Cuba",20.3000,-76.2506,106002
"Conway","United States",35.0754,-92.4694,74951
"Cookeville","United States",36.1484,-85.5114,50408
"Coon Rapids","United States",45.1755,-93.3095,62998
"Copacabana","Colombia",6.3486,-75.5103,73574
"Copenhagen","Denmark",55.6761,12.5689,602481
"Copiapó","Chile",-27.3665,-70.3323,150804
"Coquimbo","Chile",-29.9532,-71.3380,204068
"Coquitlam","Canada",49.2839,-122.7919,139284
"Coral Springs","United States",26.2702,-80.2591,133759
"Corbeil-Essonnes","France",48.6139,2.4820,51292
"Corby","United Kingdom",52.4914,-0.6965,54927
"Cork","Ireland",51.9000,-8.4731,208669
"Coro","Venezuela",11.3950,-69.6816,284266
"Coroatá","Brazil",-4.1300,-44.1239,61725
"Coron","Philippines",12.0000,120.2000,51803
"Corona","United States",33.8616,-117.5649,169868
"Coronel","Chile",-37.0167,-73.1333,116262
"Coronel Fabriciano","Brazil",-19.5189,-42.6289,110290
"Coronel Oviedo","Paraguay",-25.4500,-56.4400,88101
"Corozal","Colombia",9.3169,-75.2933,70853
"Corpus Christi","United States",27.7260,-97.3755,342464
"Corrientes","Argentina",-27.4833,-58.8167,352646
"Cortazar","Mexico",20.4830,-100.9330,57748
"Corumbá","Brazil",-19.0089,-57.6528,112058
"Corvallis","United States",44.5697,-123.2780,67467
"Cosamaloapan","Mexico",18.3667,-95.8000,57147
"Cosenza","Italy",39.3000,16.2500,67239
"Cosmópolis","Brazil",-22.6458,-47.1961,66807
"Costa Mesa","United States",33.6667,-117.9135,113003
"Cotabato","Philippines",7.2167,124.2500,299438
"Cotia","Brazil",-23.6039,-46.9189,229548
"Cotonou","Benin",6.4000,2.5200,762000
"Cottbus","Germany",51.7606,14.3342,100219
"Cotuí","Dominican Republic",19.0600,-70.1500,79596
"Council Bluffs","United States",41.2369,-95.8517,62166
"Country Club","United States",25.9407,-80.3102,50431
"Courbevoic","France",48.8978,2.2531,81719
"Courcouronnes","France",48.6239,2.4294,67967
"Coventry","United Kingdom",52.4081,-1.5106,362690
"Covilhã","Portugal",40.2833,-7.5000,51797
"Coyhaique","Chile",-45.5712,-72.0685,61210
"Cozumel","Mexico",20.5104,-86.9493,77236
"Craiova","Romania",44.3333,23.8167,269506
"Cranbourne","Australia",-38.0996,145.2834,460491
"Cranston","United States",41.7658,-71.4857,81456
"Crateús","Brazil",-5.1778,-40.6778,72812
"Crato","Brazil",-7.2342,-39.4094,273883
"Crato","Brazil",-7.4639,-63.0400,273883
"Crawley","United Kingdom",51.1092,-0.1872,106597
"Cremona","Italy",45.1333,10.0333,72077
"Crewe","United Kingdom",53.0990,-2.4400,71722
"Criciúma","Brazil",-28.6775,-49.3697,211369
"Cristalina","Brazil",-16.7689,-47.6139,60210
"Crosby","United Kingdom",53.4872,-3.0343,50044
"Crotone","Italy",39.0833,17.1167,63941
"Croydon","United Kingdom",51.3727,-0.1099,192064
"Cruz Alta","Brazil",-28.6386,-53.6064,62821
"Cruz das Almas","Brazil",-12.6700,-39.1019,64197
"Cruz del Eje","Argentina",-30.7333,-64.8000,52172
"Cruzeiro do Sul","Brazil",-7.6308,-72.6700,82622
"Créteil","France",48.7911,2.4628,90605
"Cuamba","Mozambique",-14.8200,36.5486,73268
"Cuauhtémoc","Mexico",28.4050,-106.8667,168482
"Cuautitlán","Mexico",19.6833,-99.1833,110385
"Cuautitlán Izcalli","Mexico",19.6500,-99.2500,511675
"Cuautla","Mexico",18.8167,-98.9500,175208
"Cubal","Angola",-13.0333,14.2333,357618
"Cubatão","Brazil",-23.8953,-46.4256,127006
"Cuddalore","India",11.7500,79.7500,173676
"Cuddapah","India",14.4667,78.8167,344893
"Cuenca","Ecuador",-2.8974,-79.0045,329928
"Cuenca","Spain",40.0667,-2.1500,54621
"Cuernavaca","Mexico",18.9186,-99.2342,366321
"Cuiabá","Brazil",-15.5958,-56.0969,618124
"Cuito","Angola",-12.3833,16.9333,114000
"Cui’erzhuang","China",38.2897,116.5472,56096
"Cukai","Malaysia",4.2332,103.4479,82425
"Culiacán","Mexico",24.8069,-107.3939,785800
"Cumaná","Venezuela",10.4500,-64.1667,374706
"Cumbernauld","United Kingdom",55.9450,-3.9940,50430
"Cunduacán","Mexico",18.0667,-93.1667,81392
"Cuneo","Italy",44.3833,7.5500,56281
"Cupertino","United States",37.3168,-122.0465,59276
"Curepipe","Mauritius",-20.3162,57.5166,299975
"Curicó","Chile",-34.9800,-71.2400,113711
"Curitiba","Brazil",-25.4297,-49.2719,1879355
"Curvelo","Brazil",-18.7564,-44.4308,63954
"Cuscatancingo","El Salvador",13.7333,-89.1833,66400
"Cusco","Peru",-13.5183,-71.9781,428450
"Cuttack","India",20.4500,85.8667,606007
"Cuyapo","Philippines",15.7833,120.6667,65039
"Cuyotenango","Guatemala",14.5421,-91.5723,50860
"Częstochowa","Poland",50.8096,19.1222,228179
"Cà Mau","Vietnam",9.1833,105.1500,315270
"Cáceres","Brazil",-16.0711,-57.6789,91271
"Cáceres","Spain",39.4833,-6.3667,96255
"Cádiz","Spain",36.5350,-6.2975,115439
"Cárdenas","Mexico",17.9830,-93.3670,79875
"Córdoba","Argentina",-31.4167,-64.1833,1329604
"Córdoba","Mexico",18.8942,-96.9347,218153
"Córdoba","Spain",37.8845,-4.7796,321376
"Cúa","Venezuela",10.1667,-66.8833,214823
"Cúcuta","Colombia",7.9075,-72.5047,750000
"Călăraşi","Romania",44.2000,27.3333,65181
"Cần Thơ","Vietnam",10.0333,105.7833,1237300
"Cẩm Phả","Vietnam",21.0094,107.2728,156000
"Daanbantayan","Philippines",11.3333,124.0167,84430
"Dabou","Côte D’Ivoire",5.3256,-4.3767,72913
"Dadu","Pakistan",26.7319,67.7750,146179
"Dadukou","China",26.5849,101.7149,1144000
"Daegu","Korea, South",35.8667,128.6000,2461002
"Daejeon","Korea, South",36.3510,127.3850,1475221
"Daet","Philippines",14.1167,122.9500,104799
"Dagenham","United Kingdom",51.5397,0.1422,106247
"Dagupan City","Philippines",16.0333,120.3333,171271
"Dahuaishu","China",36.2601,111.6743,151037
"Dahūk","Iraq",36.8500,42.9833,330600
"Daisen","Japan",39.4531,140.4756,76164
"Daitōchō","Japan",34.7119,135.6233,118799
"Dajabón","Dominican Republic",19.5667,-71.7100,62046
"Dakar","Senegal",14.7319,-17.4572,1146053
"Dalaguete","Philippines",9.7612,123.5349,67497
"Dalai","China",45.5050,124.2863,418232
"Dale City","United States",38.6473,-77.3459,72627
"Dali","China",25.7003,100.1564,652045
"Dali","China",34.7953,109.9378,109696
"Dalian","China",38.9000,121.6000,4480000
"Dallas","United States",32.7936,-96.7662,5743938
"Daloa","Côte D’Ivoire",6.8900,-6.4500,255168
"Dalton","United States",34.7690,-84.9712,86628
"Daly City","United States",37.6862,-122.4685,106280
"Dam Dam","India",22.6200,88.4200,114786
"Damanhūr","Egypt",31.0500,30.4667,244043
"Damascus","Syria",33.5131,36.2919,1754000
"Damaturu","Nigeria",11.7500,11.9667,255895
"Damietta","Egypt",31.4167,31.8214,206664
"Danao","Philippines",10.5333,123.9333,136471
"Danbury","United States",41.4016,-73.4710,176030
"Dandarah","Egypt",26.1422,32.6697,53109
"Dandong","China",40.1167,124.3833,2400000
"Dangyang","China",30.8258,111.7910,560000
"Danjiangkou","China",32.5408,111.5098,443755
"Danyang","China",31.9948,119.5750,980662
"Daphne","United States",30.6286,-87.8866,71484
"Dapitan","Philippines",8.6549,123.4243,82418
"Daqing","China",46.5979,125.0080,2904532
"Dar es Salaam","Tanzania",-6.8000,39.2833,6698000
"Daraga","Philippines",13.1619,123.6939,126595
"Darhan","Mongolia",49.4867,105.9228,74738
"Darhan","Mongolia",49.6167,106.3500,74738
"Darjeeling","India",27.0417,88.2631,118805
"Darlington","United Kingdom",54.5270,-1.5526,105564
"Darmstadt","Germany",49.8667,8.6500,159207
"Darnah","Libya",32.7648,22.6391,127974
"Darwin","Australia",-12.4381,130.8411,136828
"Dar‘ā","Syria",32.6250,36.1050,146481
"Dashiqiao","China",40.6328,122.5021,704891
"Dasmariñas","Philippines",14.3294,120.9367,659019
"Datang","China",22.9476,113.9326,310889
"Daugavpils","Latvia",55.8714,26.5161,80627
"Daule","Ecuador",-1.8667,-79.9833,65145
"Davangere","India",14.4667,75.9167,503564
"Davao","Philippines",7.0667,125.6000,1632991
"Davenport","United States",41.5563,-90.6052,285362
"David","Panama",8.4333,-82.4333,144858
"Davie","United States",26.0789,-80.2870,106306
"Davis","United States",38.5552,-121.7365,76997
"Dawei","Myanmar",14.0367,98.1867,139900
"Daxincun","China",38.4430,106.3090,76536
"Dayan","China",26.8808,100.2208,1244769
"Daye","China",30.1003,114.9699,909724
"Dayin","China",38.9358,115.7102,53868
"Dayr az Zawr","Syria",35.3333,40.1500,1918000
"Dayton","United States",39.7797,-84.1998,718353
"Daytona Beach","United States",29.1994,-81.0982,69186
"Dazhou","China",31.2152,107.4947,5693000
"Daşoguz","Turkmenistan",41.8167,59.9831,227184
"DeKalb","United States",41.9313,-88.7482,66959
"DeSoto","United States",32.5992,-96.8633,52988
"Dearborn","United States",42.3127,-83.2129,93932
"Dearborn Heights","United States",42.3164,-83.2769,55353
"Debre Birhan","Ethiopia",9.6804,39.5300,65231
"Debre Mark’os","Ethiopia",10.3400,37.7200,70758
"Debre Zeyit","Ethiopia",8.7500,38.9833,99928
"Debrecen","Hungary",47.5300,21.6392,201432
"Decatur","United States",34.5730,-86.9906,68867
"Decatur","United States",39.8556,-88.9337,87236
"Deerfield Beach","United States",26.3050,-80.1277,81066
"Dehra Dūn","India",30.3180,78.0290,578420
"Dehui","China",44.5323,125.6965,839786
"Delano","United States",35.7670,-119.2637,54917
"Delft","Netherlands",52.0119,4.3594,100011
"Delgado","El Salvador",13.7167,-89.1667,120200
"Delhi","India",28.6600,77.2300,29617000
"Delicias","Mexico",28.1931,-105.4717,148045
"Delmas","Haiti",18.5500,-72.3000,284079
"Delmenhorst","Germany",53.0506,8.6317,77607
"Delray Beach","United States",26.4550,-80.0905,69451
"Delta","Canada",49.0847,-123.0586,102238
"Deltona","United States",28.9050,-81.2137,198361
"Den Helder","Netherlands",52.9583,4.7589,55604
"Dengtacun","China",41.4200,123.3300,496122
"Dengtalu","China",36.0800,114.3500,887000
"Denizli","Turkey",37.7731,29.0878,963464
"Denov","Uzbekistan",38.2772,67.8872,217274
"Denpasar","Indonesia",-8.6667,115.2167,834881
"Denton","United States",33.2176,-97.1419,457177
"Denver","United States",39.7621,-104.8759,2876625
"Deo","India",24.6561,84.4356,173216
"Depok","Indonesia",-6.3940,106.8225,1631951
"Dera Ghazi Khan","Pakistan",30.0500,70.6333,399064
"Dera Ismail Khan","Pakistan",31.8167,70.9167,109686
"Derbent","Russia",42.0692,48.2958,123720
"Derby","United Kingdom",52.9167,-1.4667,270500
"Derik","Turkey",37.3644,40.2689,61830
"Derry","United Kingdom",54.9917,-7.3417,85016
"Des Moines","United States",41.5725,-93.6105,473957
"Des Plaines","United States",42.0345,-87.9009,58899
"Dessau-Roßlau","Germany",51.8333,12.2333,81237
"Desē","Ethiopia",11.1333,39.6333,187900
"Detmold","Germany",51.9378,8.8833,74388
"Detroit","United States",42.3834,-83.1024,3506126
"Deva","Romania",45.8719,22.9117,61123
"Deventer","Netherlands",52.2500,6.2000,99166
"Dewsbury","United Kingdom",53.6910,-1.6330,62945
"Deyang","China",31.1289,104.3950,3877000
"Dezfūl","Iran",32.3878,48.4033,264709
"Dezhou","China",37.4513,116.3105,5470000
"Dhahran","Saudi Arabia",26.2667,50.1500,138135
"Dhaka","Bangladesh",23.7289,90.3944,15443000
"Dhamār","Yemen",14.5500,44.4017,160114
"Dhanbād","India",23.7928,86.4350,1246000
"Dhangaḍhi̇̄","Nepal",28.6833,80.6000,101970
"Dharmavaram","India",14.4142,77.7150,121874
"Dharān","Nepal",26.8167,87.2667,116181
"Dholka","India",22.7200,72.4700,53792
"Dhūlia","India",20.9000,74.7833,479073
"Diadema","Brazil",-23.6858,-46.6228,412428
"Diamond Bar","United States",33.9991,-117.8161,55720
"Dias d’Ávila","Brazil",-12.6128,-38.2969,78058
"Dibrugarh","India",27.4833,95.0000,154019
"Dieppe","Canada",46.0989,-64.7242,107068
"Diffun","Philippines",16.6000,121.4667,52569
"Digos","Philippines",6.7500,125.3500,169393
"Dijon","France",47.3167,5.0167,156920
"Dili","Timor-Leste",-8.5586,125.5736,222323
"Dimbokro","Côte D’Ivoire",6.6505,-4.7100,67349
"Dimitrovgrad","Russia",54.2333,49.5833,116055
"Dinalupihan","Philippines",14.8833,120.4667,106371
"Dindigul","India",10.3500,77.9500,207327
"Dingcheng","China",19.6819,110.3637,86367
"Dingxi","China",35.5806,104.6263,2930000
"Dingzhou","China",38.5158,114.9845,1165182
"Dinslaken","Germany",51.5667,6.7333,67525
"Diourbel","Senegal",14.6550,-16.2314,100445
"Dipalpur","Pakistan",30.6708,73.6533,87176
"Dipolog","Philippines",8.5667,123.3333,130759
"Dire Dawa","Ethiopia",9.5833,41.8667,277000
"Diriamba","Nicaragua",11.8500,-86.2333,57512
"Dispur","India",26.1500,91.7700,957352
"Disūq","Egypt",31.1308,30.6479,143404
"Divinópolis","Brazil",-20.1389,-44.8839,240408
"Divo","Côte D’Ivoire",5.8372,-5.3572,127867
"Diyarbakır","Turkey",37.9108,40.2367,1732396
"Djelfa","Algeria",34.6667,3.2500,265833
"Djemmal","Tunisia",35.6400,10.7600,70587
"Djibouti","Djibouti",11.5950,43.1481,562000
"Djougou","Benin",9.7004,1.6800,202810
"Dmitrov","Russia",56.3500,37.5333,84408
"Dnipro","Ukraine",48.4500,34.9833,1002111
"Doboj","Bosnia And Herzegovina",44.7333,18.1333,68514
"Dobrich","Bulgaria",43.5667,27.8333,104530
"Dodoma","Tanzania",-6.1835,35.7460,410956
"Doha","Qatar",25.3000,51.5333,1312947
"Dolgoprudnyy","Russia",55.9333,37.5000,108861
"Dolisie","Congo (Brazzaville)",-4.1961,12.6731,103894
"Dolores Hidalgo Cuna de la Independencia Nacional","Mexico",21.1516,-100.9369,148173
"Domodedovo","Russia",55.4333,37.7500,127850
"Don Carlos","Philippines",7.6833,125.0000,66959
"Doncaster","United Kingdom",53.5150,-1.1330,109805
"Dondo","Mozambique",-19.6167,34.7500,78648
"Donetsk","Ukraine",48.0089,37.8042,929063
"Dongchuan","China",25.5086,101.2356,88481
"Dongcun","China",38.2800,111.6751,59772
"Dongguan","China",23.0475,113.7493,7981000
"Dongguan","China",39.0140,111.0768,75135
"Dongguazhen","China",25.0790,101.5020,103115
"Donghua","China",35.2175,106.6545,189333
"Dongning","China",44.0608,131.1187,210000
"Dongsheng","China",22.6225,113.2887,117976
"Dongsheng","China",22.8869,113.4563,147228
"Dongtai","China",32.8534,120.3037,990306
"Dongxing","China",21.5833,108.0500,144709
"Dongyang","China",29.2785,120.2282,804398
"Donostia","Spain",43.3200,-1.9800,188240
"Donskoy","Russia",53.9667,38.3167,63631
"Doral","United States",25.8151,-80.3565,65741
"Dormagen","Germany",51.0964,6.8400,64335
"Dorsten","Germany",51.6600,6.9642,74736
"Dortmund","Germany",51.5139,7.4653,587010
"Dorūd","Iran",33.4933,49.0750,121608
"Dos Hermanas","Spain",37.2836,-5.9222,135050
"Dosquebradas","Colombia",4.8361,-75.6761,179301
"Dothan","United States",31.2335,-85.4069,72396
